번호,등록번호,자료명,저자,출판사,출판년도,청구기호,등록일,자료상태,소장처
193,KM00024346,중독을 통제할 수 있다는 착각,니클라스 브렌보르 지음;김성훈 옮김,위즈덤하우스,2026,511.1813 브294ㅈ,2026-07-06,대출가능,도서관
194,KM00024345,우리는 느리고 특별한 아이를 키웁니다,"김지아,이소희 [공]지음",시공사,2026,513.896 김78ㅇ,2026-07-06,대출가능,도서관
195,KM00024344,그림 형제 동화,"야코프 그림,빌헬름 그림 [공]글;얀 르장드르 그림;민지현 옮김",소소의책,2026,853 그29ㄱ,2026-07-06,대출가능,도서관
196,KM00024343,"지구인에게, 별로부터",지웅배 지음,다산초당,2026,443.1 지66ㅈ,2026-07-06,대출가능,도서관
197,KM00024342,마신자,샤오샹선 지음;김지민 옮김,글항아리,2026,823.7 샤65ㅁ,2026-07-06,대출가능,도서관
198,KM00024341,알면 재미있지 않나요?,강성주 지음,위즈덤하우스,2026,443.1 강54ㅇ,2026-07-06,대출가능,도서관
199,KM00024340,코스모스를 넘어,세라 알람 말릭 지음;고현석 옮김,흐름출판,2026,443.1 말298ㅋ,2026-07-06,대출가능,도서관
200,KM00024339,(금융 문해력을 키우는)교과서 밖 진짜 돈 공부,천윤정 지음,팜파스,2026,327.04 천66ㄱ,2026-07-06,대출가능,도서관
201,KM00024338,하버드의 특별한 시간관리 수업,쉬셴장 지음;하정희 옮김,지니의서재,2026,325.2112 쉬54ㅎ,2026-07-06,대출가능,도서관
202,KM00024337,Beyond:AI가 이끄는 인지 혁명,박종성 지음,이든서재,2026,331.5412 박75ㅂ,2026-07-06,대출가능,도서관
203,KM00024336,(삶의 지혜를 동여맨)페페 에스코바의 편지,페페 에스코바 글;조영학 옮김,시대의창,2026,848 에57ㅍ,2026-07-06,대출가능,도서관
204,KM00024335,마음의 대물림,조민희 지음,보아스,2026,598.1 조38ㅁ,2026-07-06,대출가능,도서관
205,KM00024334,내일 날씨는 맑음,자가디시 슈클라 지음;노승영 옮김,반비,2026,453 슈877ㄴ,2026-07-06,대출가능,도서관
206,KM00024333,늑대처럼 싱싱하게 울고 싶었다,문정희 지음,민음사,2026,811.6 문74ㄴ,2026-07-06,대출가능,도서관
207,KM00024332,자연사박물관이 세계를 구하는 법,잭 애슈비 지음;제효영 옮김,김영사,2026,467.7 애56ㅈ,2026-07-06,대출가능,도서관
208,KM00024331,어린 나를 키우는 마음으로,김나무 지음,김영사,2026,818 김192ㅇ,2026-07-06,대출가능,도서관
209,KM00024330,그 고민에 칸트라면 이렇게 말할 것이다,아키모토 야스타카 지음;김슬기 옮김,김영사,2026,165.21 아878ㄱ,2026-07-03,대출가능,도서관
210,KM00024329,국제법의 역사,"올리비에 코르텐,피에르 클랭 지음;제라르 브도레 그림;이수진 옮김",그림씨,2026,361 코297ㄱ,2026-07-03,대출가능,도서관
211,KM00024328,터보 스트래티지,브라이언 트레이시 지음;황선영 옮김,국일미디어,2026,325.211 트294ㅌ,2026-07-03,대출가능,도서관
212,KM00024327,왼손에 떨어진 달빛,위슈화 지음;한율 옮김,교유서가,2026,821.7 위56ㅇ,2026-07-03,대출가능,도서관
213,KM00024326,지도와 전쟁으로 다시 읽는 한중일 세계사,이동민 지음,갈매나무,2026,910 이25ㅈ,2026-07-03,대출가능,도서관
214,KM00024325,나무 사람 친구,"이창수,조숙경 [공]지음",젤리클,2026,481.5 이82ㄴ,2026-07-03,대출가능,도서관
215,KM00024324,이쁘다고 말하니 더욱 예쁘다,나태주 지음,열림원,2026,811.6 나883ㅇ,2026-07-03,대출가능,도서관
216,KM00024323,우리는 별의 먼지다,위베르 리브스 지음;강미란 옮김,열림원,2026,443.1 리47ㅇ,2026-07-03,대출가능,도서관
217,KM00024322,야구 일을 너무 하고 싶다,김효경 지음,bs(브레인스토어),2026,695.7 김95ㅇ,2026-07-03,대출가능,도서관
218,KM00024321,다음 리카에게,김이향 지음,민음사,2026,389 김68ㄷ,2026-07-03,대출가능,도서관
219,KM00024320,권력중독,카르스텐 C. 셰르물리 지음;곽지원 옮김,미래의창,2026,325.24 셰297ㄱ,2026-07-03,대출가능,도서관
220,KM00024319,삼국지 책략전,이동연 지음,평단,2026,189.7 이25ㅅ,2026-07-03,대출가능,도서관
221,KM00024318,뱀에게 피어싱,가네하라 히토미 지음;정유리 옮김,문학동네,2026,833.6 가194ㅂ,2026-07-03,대출가능,도서관
222,KM00024317,엄마. 나야.,곽수인 [외]지음,난다,2026,811.6 곽56ㅇ,2026-07-03,대출가능,도서관
223,KM00024316,(단번에 개념이 잡히고 한눈에 흐름이 보이는)최소한의 서양철학사,폴 클라인먼 지음;이세진 옮김,현대지성,2026,160 클292ㅊ,2026-07-03,대출가능,도서관
224,KM00024315,큐리쌤의 지리명화. 2,"김규봉,장은미 [공]지음",푸른길,2026,654.998 김16ㅋ v.2,2026-07-03,대출가능,도서관
225,KM00024314,큐리쌤의 지리명화. 1,"김규봉,장은미 [공]지음",푸른길,2026,654.998 김16ㅋ v.1,2026-07-03,대출가능,도서관
226,KM00024313,"사람아, 너는 봄의 고향이다",양광모 지음,푸른길,2026,811.6 양15ㅅ,2026-07-03,대출가능,도서관
227,KM00024312,교양으로서의 패션,히라요시 히로코 지음;이현욱 옮김,서해문집,2026,592 히292ㄱ,2026-07-03,대출가능,도서관
228,KM00024311,폐허,스콧 스미스 지음;남문희 옮김,비채,2026,843 스38ㅍ,2026-07-03,대출가능,도서관
229,KM00024310,심플 플랜,스콧 스미스 지음;조동섭 옮김,비채,2026,843 스38ㅅ,2026-07-03,대출가능,도서관
230,KM00024309,금굴의 비밀,김정숙 지음,북인,2026,811.6 김74ㄱ,2026-07-03,대출가능,도서관
231,KM00024308,명탐정 홈즈,아서 코난 도일 지음;조주연 옮김,매월당,2026,843 도68ㅁ,2026-07-03,대출가능,도서관
232,KM00024307,"여보세요, 맞춤법 때문에 전화했습니다",이현영 지음,한겨레출판,2026,818 이94ㅇ,2026-07-03,대출가능,도서관
233,KM00024306,과학을 연결하는 최소한의 양자역학,김상협 저,지상의책(갈매나무),2026,420.13 김52ㄱ,2026-07-03,대출가능,도서관
234,KM00024305,언젠가 달릴 수 없게 된다 해도,안정은 지음,애플북스,2026,818 안74ㅇ,2026-07-03,대출가능,도서관
235,KM00024304,가장 사랑하는 존재,뤼카스 레이네벌트 지음;이진 옮김,비채,2026,859.31 레68ㄱ,2026-07-03,대출가능,도서관
236,KM00024303,어머니 내게 오시네,아룬다티 로이 지음;민승남 옮김,문학동네,2026,848 로68ㅇ,2026-07-03,대출가능,도서관
237,KM00024302,철학 수학,야무챠 지음;김은진 옮김,지브레인,2026,413.8 야36ㅊ,2026-07-03,대출가능,도서관
238,KM00024301,"(2026)소설, 한국을 말하다",성해나 [외]지음,은행나무,2026,813.6 성93ㅅ,2026-07-03,대출가능,도서관
239,KM00024300,바람을 찾습니다,이상남 지음,시인동네,2026,811.6 이52ㅂ,2026-07-03,대출가능,도서관
240,KM00024299,이토록 쓸모 있는 수학적 사고,류쉐펑 지음;이서연 옮김,미디어숲,2026,410 류56ㅇ,2026-07-03,대출가능,도서관
241,KM00024298,괄호 밖은 안녕,이주혜 지음,문학동네,2026,813.6 이76ㄱ,2026-07-03,대출가능,도서관
242,KM00024297,시민 불복종,헨리 데이비드 지음;김욱동 옮김,문예출판사,2026,844 데68ㅅ,2026-07-03,대출가능,도서관
243,KM00024296,협력의 역설,애덤 카헤인 지음;박덕수 옮김,메디치미디어,2026,325.3 카94ㅎ,2026-07-03,대출가능,도서관
244,KM00024295,장애를 가진 아이들은 어떻게 어른이 되는가,권용덕 지음,김영사,2026,338.3 권65ㅈ,2026-07-03,대출가능,도서관
245,KM00024294,마술사가 너무 많다,랜달 개릿 지음;김상훈 옮김,엘릭시르,2026,843 개298ㅁ,2026-07-03,대출가능,도서관
246,KM00024293,내향인의 말하기 수업,김해리 지음,비전코리아,2026,802.5 김93ㄴ,2026-07-03,대출가능,도서관
247,KM00024292,"같이 읽어요, 오늘도",책여사 지음,현대지성,2026,029.8 책64ㄱ,2026-07-03,대출가능,도서관
248,KM00024291,눈알이 제일 맛있단다,모니카 김 지음;박소현 옮김,다산책방,2026,843 김35ㄴ,2026-07-03,대출가능,도서관
249,KM00024290,끝까지 해내는 마음은 어떻게 탄생하는가,"웬디 그롤닉,벤저민 헤디,프랭크 워렐 [공]지음;정지현 옮김",현대지성,2026,189.1 그295ㄲ,2026-07-03,대출가능,도서관
250,KM00024289,(하고 싶은 것이 뭔지 모르는)10대에게,김원배 지음,애플북스,2026,372.68 김66ㅅ,2026-07-03,대출가능,도서관
251,KM00024288,인생의 오후에도 축제는 벌어진다,와카타케 치사코 지음;권남희 옮김,부키,2026,838 와872ㅇ,2026-07-03,대출가능,도서관
252,KM00024287,이건희 담대한 명언,김옥림 지음,미래북,2026,199.8 김65ㅇ,2026-07-03,대출가능,도서관
253,KM00024286,수학이 쉬워지는 최소한의 세계사,후쿠스케 지음;이정현 옮김,현대지성,2026,410.9 후876ㅅ,2026-07-03,대출가능,도서관
254,KM00024285,몸이 먼저다. 2,한근태 지음,미래의창,2026,377.25 한17ㅁ v.2,2026-07-03,대출가능,도서관
255,KM00024284,몸이 먼저다. 1,한근태 지음,미래의창,2026,377.25 한17ㅁ v.1,2026-07-03,대출가능,도서관
256,KM00024283,접시 위에는 잘 차려진 비밀이,추성은 지음,교유서가,2026,811.6 추54ㅈ,2026-07-03,대출가능,도서관
257,KM00024282,숲으로 출근합니다,황금비 지음,한겨레출판,2026,485.1604 황17ㅅ,2026-07-03,대출가능,도서관
258,KM00024281,"예쁘게 말했을 뿐인데, 좋은 일들이 쏟아지기 시작했다",김령아 지음,스마트비즈니스,2026,802.56 김294ㅇ,2026-07-03,대출가능,도서관
259,KM00024280,고독하게 걸어서 빛이 되는,조성림 지음,북인,2026,811.6 조54ㄱ,2026-07-03,대출가능,도서관
260,KM00024279,목요일의 아이,곽유진 [외]지음,봄마중,2026,813.6 곽66ㅁ,2026-07-03,대출가능,도서관
261,KM00024278,"파도를 넘어, 만나다 나를",임다연 지음,갈라북스,2026,818 임22ㅍ,2026-07-03,대출가능,도서관
262,KM00024277,너의 나쁜 무리,예소연 지음,한겨레,2026,813.6 예55ㄴ,2026-07-03,대출가능,도서관
263,KM00024276,혹시 야구 좋아하세요?,김연수 [외]지음,현대문학,2026,813.6 김64ㅎ,2026-07-03,대출가능,도서관
264,KM00024275,한영 육아 번역기,임현주 지음,한겨레출판,2026,818 임94ㅎ,2026-07-03,대출가능,도서관
265,KM00024274,판단 기술,차새벽 지음,이비컴,2026,181.35 차53ㅍ,2026-07-03,대출가능,도서관
266,KM00024273,슬픔과 기쁨,멕 메이슨 지음;이은선 옮김,문학동네,2026,843 메68ㅅ,2026-07-03,대출가능,도서관
267,KM00024272,쓰다보니 문득 당신이 와 있는 것 같아서,송정림 지음,달,2026,818 송74ㅆ,2026-07-03,대출가능,도서관
268,KM00024271,어른의 삶엔 행복이 필요하다,가나모리 우라코 지음;최윤아 옮김,다른상상,2026,838 우292ㅇ,2026-07-03,대출가능,도서관
269,KM00024270,(한 권으로 충분한)야구 도슨트 100,박종현 지음,깊은나무,2026,695.7 박75ㅇ,2026-07-03,대출가능,도서관
270,KM00024269,그네들이 사는 법,사와키 고타로 지음;김태광 옮김,글항아리,2026,838 고882ㄱ,2026-07-03,대출가능,도서관
271,KM00024268,사소한 몸짓에도 눈길을 사로잡던,이연숙 지음,시인동네,2026,811.6 이64ㅅ,2026-07-03,대출가능,도서관
272,KM00024267,슬픔은 사람을 위한 것,슬론 크로슬리 지음;송섬별 옮김,현대문학,2026,848 크295ㅅ,2026-07-03,대출가능,도서관
273,KM00024266,영국 정원 일기,김민호 지음,판미동,2026,525.9204 김38ㅇ,2026-07-03,대출가능,도서관
274,KM00024265,제3의 불을 밝히다,이창건 지음;윤재석 엮음,청어,2026,818 이82ㅈ,2026-07-03,대출가능,도서관
275,KM00024264,아지랑이 좋은 날에,최정옥 지음,청어,2026,811.6 최74ㅇ,2026-07-03,대출가능,도서관
276,KM00024263,마음의 속도를 늦추면 보이는 것들,아페이 지음;원녕경 옮김,정민미디어,2026,189.1 아894ㅁ,2026-07-03,대출가능,도서관
277,KM00024262,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라+플러스,김용택 지음,위즈덤하우스,2026,808.1 김65ㅇ,2026-07-03,대출가능,도서관
278,KM00024261,사랑을 알아 참 다행이다,꽃스님 지음,위즈덤하우스,2026,224.804 꽃57ㅅ,2026-07-03,대출가능,도서관
279,KM00024260,리더의 뇌를 읽는 기술,박정조 지음,문학세계사,2026,325.24 박74ㄹ,2026-07-03,대출가능,도서관
280,KM00024259,세상을 읽는 어른을 위한 세계사,김병철 지음,다연,2026,909 김44ㅅ,2026-07-03,대출가능,도서관
281,KM00024258,없을 때까지 있는 단어,김언 지음,난다,2026,811.6 김64ㅇ,2026-07-03,대출가능,도서관
282,KM00024257,아무도 읽지 않습니다,김상원 지음,황금가지,2026,813.6 김52ㅇ,2026-07-03,대출가능,도서관
283,KM00024256,어울림은 동그라미,신의섭 지음,청어,2026,811.6 신67ㅇ,2026-07-03,대출가능,도서관
284,KM00024255,나라는 사람,슈붕 지음,이매진,2026,340.9145 슈46ㄴ,2026-07-03,대출가능,도서관
285,KM00024254,(클로즈업)홍콩·마카오,"김형일,유재우,손미경 [공]지음",에디터,2026,981.23402 김94ㅎ,2026-07-03,대출가능,도서관
286,KM00024253,잃어버린 환상. 3,오노레 드 발자크 지음;송기정 옮김,민음사,2026,808 세14 v.488,2026-07-03,대출가능,도서관
287,KM00024252,잃어버린 환상. 2,오노레 드 발자크 지음;송기정 옮김,민음사,2026,808 세14 v.487,2026-07-03,대출가능,도서관
288,KM00024251,잃어버린 환상. 1,오노레 드 발자크 지음;송기정 옮김,민음사,2026,808 세14 v.486,2026-07-03,대출가능,도서관
289,KM00024250,사교계의 영광과 비참. 2,오노레 드 발자크 지음;이철의 옮김,민음사,2026,808 세14 v.490,2026-07-03,대출가능,도서관
290,KM00024249,사교계의 영광과 비참. 1,오노레 드 발자크 지음;이철의 옮김,민음사,2026,808 세14 v.489,2026-07-03,대출가능,도서관
291,KM00024248,40주 이야기,안나 블릭스 지음;황덕령 옮김,미래의창,2026,472.01 블298ㅅ,2026-07-03,대출가능,도서관
292,KM00024247,(2026)젊은작가상 수상작품집. 제17회,김채원 [외]지음,문학동네,2026,813.608 젊67 v.17,2026-07-03,대출가능,도서관
293,KM00024246,손절 마니아,지혜진 지음,다림,2026,813.6 지94ㅅ,2026-07-03,대출가능,도서관
294,KM00024245,"한 손엔 똥을, 한 손엔 소원을",다이앤 수스 지음;황유원 옮김,김영사,2026,841 수57ㅎ,2026-07-03,대출가능,도서관
295,KM00024244,빛과 수의 시대. 2: 전기·자기·양자로 다시 쓴 우주의 법칙,고의관 지음,궁리,2026,420.15 고67ㅂ v.2,2026-07-03,대출가능,도서관
296,KM00024243,빛과 수의 시대. 1: 힘과 미적분으로 세운 근대의 세계,고의관 지음,궁리,2026,420.15 고67ㅂ v.1,2026-07-03,대출가능,도서관
297,KM00024242,(절기와 환경기념일에 신나게 배우는)생태환경 놀이 & 미술 수업 48,지구하자 초등환경교육연구회 지음,지식프레임,2026,374.5399 지16ㅅ,2026-07-03,대출가능,도서관
298,KM00024241,야간 비행,앙투안 드 생텍쥐페리;김진형 옮김,올리버,2026,863 생884ㅇ,2026-07-03,대출가능,도서관
299,KM00024240,그리움의 중력,박미순 지음,문학의전당,2026,811.6 박38ㄱ,2026-07-03,대출가능,도서관
300,KM00024239,경제기사 궁금증 300문 300답,곽해선 지음,혜다,2026,320 곽93ㄱ,2026-07-03,대출가능,도서관
301,KM00024238,"안토니 가우디, 삶과 일",아르만드 푸치 지음;송병선 옮김,한스미디어,2026,540.099 푸86ㅇ,2026-07-03,대출가능,도서관
302,KM00024237,인비인,성해나 지음,한겨레,2026,813.6 성93ㅇ,2026-07-03,대출가능,도서관
303,KM00024236,산곡미풍,위화 지음;백도라지 옮김,푸른숲,2026,824.7 위95ㅅ,2026-07-03,대출가능,도서관
304,KM00024235,부의 갈림길,오건영 지음,포레스트북스,2026,327.856 오14ㅂ,2026-07-03,대출가능,도서관
305,KM00024234,말은 운명을 데려온다,이하영 지음,토네이도미디어그룹,2026,802.56 이92ㅁ,2026-07-03,대출가능,도서관
306,KM00024233,사람의 마지막 직업,앨리슨 J. 퓨 지음;김재경 옮김,추수밭,2026,321.5 퓨63ㅅ,2026-07-03,대출가능,도서관
307,KM00024232,어른의 감정을 돌보는 100일 필사노트,김종원 지음,청림라이프,2026,802 김75ㅇ,2026-07-03,대출가능,도서관
308,KM00024231,아코디언,천명관 지음,창비,2026,813.6 천34ㅇ,2026-07-03,대출가능,도서관
309,KM00024230,숨은 어린이 찾기,김소영 지음,창비,2026,818 김55ㅅ,2026-07-03,대출가능,도서관
